% 1. Title: emotion estimation dataset
 
  @RELATION emotiontry
   @ATTRIBUTE mfcc1  NUMERIC
   @ATTRIBUTE mfcc2  NUMERIC
   @ATTRIBUTE mfcc3  NUMERIC
   @ATTRIBUTE mfcc4  NUMERIC
   @ATTRIBUTE mfcc5  NUMERIC
   @ATTRIBUTE fbe1  NUMERIC
   @ATTRIBUTE fbe2  NUMERIC
   @ATTRIBUTE fbe3  NUMERIC
   @ATTRIBUTE fbe4  NUMERIC
   @ATTRIBUTE fbe5  NUMERIC
   @ATTRIBUTE class {angry,happy,sad,neutral,fear}

   @DATA
10.4223914417047,-5.25475150844470,1.13400717590070,0.245534247431246,-0.370600037369636,9.12785857737504,11.9546534295967,21.9143372453782,57.8025437164413,103.816218460412,angry
15.9083058007556,-4.33195073878710,0.539209221282809,-0.0975076557913886,0.0833274521784093,59.0342480396595,79.9668121107947,141.887989499245,274.785753602891,455.994576358351,happy
11.4761818392427,-4.45035181827877,-0.600898715775774,-1.13771169641976,-0.682394033591460,11.1954829894536,24.1912393024770,38.8487914122464,68.7175613220712,105.030840096545,sad
10.8857544296851,-5.24583216715270,-0.888820421860614,-1.25191322042118,-0.186598074143999,7.48332598479461,17.6998619673947,35.2522265412949,61.7714908738090,103.511653652816,neutral
16.7547202294934,-4.07533666910736,-1.53219906226866,-1.50117033565871,1.51580165433790,59.9786604358334,125.374626966862,290.822444418686,295.341406292854,495.416444354463,fear
21.9191567172213,-4.32672649081718,-0.0278482446154469,1.60675793654015,1.23362134654955,426.440013326346,420.491604407378,1150.61396212659,2084.75050853685,2617.24668496213,angry
16.4857216283760,-5.18972792352489,-0.918229926154518,-1.71548258459729,0.428833251027969,43.7896667703882,105.497832370491,220.073155595091,327.728979959625,627.647892402218,angry
14.6918988318103,-4.94860523400288,-0.452947153803948,0.160493397242081,-0.399672411494285,30.8353179366903,52.5943945053365,107.714791557131,228.475529029827,307.275715272814,angry
18.7673680409560,-3.59744874657371,1.60703507276788,0.497364829891556,-0.336424118853203,203.493369229705,201.929222847146,286.054088495951,637.734059042490,1028.81342092625,angry
12.8457269368924,-4.48170881428078,-0.300431826885109,-0.494700588596221,0.209154464879724,19.0440148473481,31.9796708392688,62.0270968366615,105.329109033256,166.394790306877,angry
